,Collection_Name,Category_Art,Category_Collectibles,Category_Domain Names,Category_Music,Category_Photography,Category_Sports,Category_Trading Cards,Category_Utility,Category_Virtual Worlds,Items,Owners,Floor_Price,Twitter_Page_Followers,Twitter_Page_Following,Twitter_Page_Is_Verified,Twitter_Page_Creation_Date,Max_Twitter_Retweets,Max_Twitter_Replies,Max_Twitter_Likes,Max_Twitter_Quotes,Collection_Creation_Date,Collection_30_Day_Volume,Collection_Listing_Status,Collection_Traits_count
2534,HODL GANG,1,0,0,0,0,0,0,0,0,3000,1100.0,0.02,260.0,32.0,False,10/23/2021,27,12,40,5,2021-08-01,0.9153700000000004,verified,173.0
2535,HODL MY HAND,0,1,0,0,0,0,0,0,0,68,28.0,0.069,4658.0,3034.0,False,11/19/2013,7,2,17,0,2021-09-24,0.25,not_requested,43.0
2536,HODL Punk,1,0,0,0,0,0,0,0,0,2300,853.0,0.004,2277.0,37.0,False,07/28/2021,1133,2214,1152,24,2021-10-25,0.1187699,not_requested,0.0
2537,HOG HOMIES,1,0,0,0,0,0,0,0,0,16,9.0,10.0,94011.0,9499.0,True,01/19/2010,1854,94,1646,4,2021-10-05,6.799999999999998,not_requested,0.0
2538,HOGE Punks,0,1,0,0,0,0,0,0,0,100,22.0,0.05,692.0,2126.0,False,03/15/2021,110,65,280,5,2021-12-01,1.075,not_requested,55.0
2539,HOK Main,0,0,0,0,0,0,0,1,0,1500,1200.0,0.045,15903.0,905.0,False,04/10/2021,180,166,233,17,2021-05-21,50.891148999999984,verified,439.0
2540,HOLD MAGIC,0,1,0,0,0,0,0,0,0,36,2.0,0.01,21.0,74.0,False,07/09/2021,2,5,13,4,2021-05-24,0.06,not_requested,0.0
2541,HOLOHEADZ,0,1,0,0,0,0,0,0,0,141,63.0,0.02,111.0,436.0,False,12/08/2021,8,2,19,4,2021-08-26,2.0840000000000005,not_requested,101.0
2542,HOPPERS,0,1,0,0,0,0,0,0,0,120,76.0,2.0,16977.0,1103.0,False,07/27/2011,160,304,541,49,2021-08-02,13.8,approved,0.0
2543,HOW THE UNIVERSE CREATED,1,0,0,0,0,0,0,0,0,8,3.0,0.25,860.0,930.0,False,06/02/2013,3,10,51,2,2021-10-10,1.2,not_requested,0.0
2544,HUXLEY Comics,0,1,0,0,0,0,0,0,0,10600,2500.0,0.07,15002.0,195.0,False,06/13/2021,46,13,184,6,2021-10-14,74.5181448414486,approved,7.0
2545,HYPETOBER,1,0,0,0,0,0,0,0,0,31,4.0,0.031,44.0,202.0,False,06/02/2020,2,3,8,1,2021-10-19,0.062,not_requested,0.0
2546,Ha_Ning+_Mini Organs,0,1,0,0,0,0,0,0,0,50,12.0,0.01,5372.0,2561.0,False,09/29/2021,9,7,32,4,2021-10-22,0.075,not_requested,0.0
2547,Ha_Ning+_Organs,1,0,0,0,0,0,0,0,0,47,20.0,0.09,5372.0,2561.0,False,09/29/2021,9,7,32,4,2021-09-29,0.5599999999999999,not_requested,2.0
2548,Habanitas,1,0,0,0,0,0,0,0,0,8,2.0,0.05,163.0,187.0,False,10/15/2021,3,1,10,1,2021-10-15,0.1,not_requested,0.0
2549,Habbo Avatars,0,1,0,0,0,0,0,0,0,11600,4400.0,0.125,11910.0,365.0,True,09/23/2021,49,68,201,15,2021-09-24,142.6501471809477,verified,270.0
2550,Habbo Portraits,0,1,0,0,0,0,0,0,0,2800,953.0,0.016,11910.0,365.0,True,09/23/2021,49,68,201,15,2021-10-29,3.436400000000001,verified,217.0
2551,Habibis,1,0,0,0,0,0,0,0,0,56,36.0,3.5,26082.0,1376.0,False,01/05/2009,50,94,537,5,2021-03-19,1.6788946267774416,verified,113.0
2552,Habibis editions,1,1,0,0,0,0,0,0,0,24,234.0,0.23,26082.0,1376.0,False,01/05/2009,50,94,537,5,2021-04-30,3.726,approved,56.0
2553,Hackatao,1,0,0,0,0,0,0,0,0,358,165.0,5.925,58592.0,1989.0,False,09/20/2008,134,120,221,9,2020-04-06,55.44,verified,6.0
2554,Haematopoiesis by Ruben,0,0,0,0,1,0,0,0,0,282,105.0,0.129,1647.0,1082.0,False,09/22/2012,16,5,43,4,2021-09-01,9.874000000000002,approved,62.0
2555,HaktDAO,0,0,0,0,0,0,0,1,0,100,63.0,0.15,298.0,0.0,False,09/01/2021,2,2,5,2,2021-10-12,0.34,not_requested,68.0
2556,Hammys,0,1,0,0,0,0,0,0,0,1000,428.0,0.17,9390.0,7916.0,False,04/30/2021,74,17,188,7,2021-07-08,11.091499999999998,verified,487.0
2557,Hamsterz,0,1,0,0,0,0,0,0,0,54,47.0,0.78,24.0,33.0,False,08/01/2021,1,5,6,2,2021-08-25,0.77,not_requested,73.0
2558,Hana-Chan,1,0,0,0,0,0,0,0,0,21,8.0,0.02,1589.0,2048.0,False,10/25/2021,5,1,8,0,2021-12-10,0.16,not_requested,0.0
2559,Handiedan | Editions,1,0,0,0,0,0,0,0,0,12,29.0,0.11,2535.0,794.0,False,06/03/2009,8,8,44,3,2021-03-12,0.11,not_requested,9.0
2560,Handjabs Collection,1,0,0,0,0,0,0,0,0,487,188.0,0.02,1612.0,257.0,False,08/16/2021,32,31,45,3,2021-11-29,0.2749999999999999,not_requested,177.0
2561,Hands Lingo,0,0,0,0,1,0,0,0,0,6,3.0,0.015,1345.0,750.0,False,05/05/2021,14,10,35,3,2021-08-30,0.112,not_requested,20.0
2562,Hands Off Our Girls for #StandUpForUnity NFTs,1,0,0,0,0,0,0,0,0,31,9.0,0.1,933.0,1508.0,False,02/04/2015,12,2,22,4,2021-09-19,0.3,not_requested,0.0
2563,Hap-hazard,1,0,0,0,0,0,0,0,0,19,10.0,0.06,1066.0,497.0,False,06/18/2018,5,6,16,0,2021-11-24,0.48,not_requested,0.0
2564,Hapoochi,0,1,0,0,0,0,0,0,0,118,31.0,0.008,1489.0,1473.0,False,09/16/2021,21,4,38,3,2021-08-31,0.2491000000000001,not_requested,134.0
2565,Happiness Flower Power Collection,1,0,0,0,0,0,0,0,0,14,25.0,0.01,571.0,304.0,False,10/11/2016,4,10,54,2,2021-12-14,0.049,not_requested,0.0
2566,Happy Apes Family,1,0,0,0,0,0,0,0,1,1000,117.0,0.052,57.0,175.0,False,03/12/2018,2,1,4,1,2021-03-18,5.495099999999999,approved,424.0
2567,Happy Haunts,1,0,0,0,0,0,0,0,0,135,44.0,0.018,3351.0,3365.0,False,08/22/2021,11,20,50,3,2021-08-22,0.5090000000000001,not_requested,511.0
2568,Happy Hornets Pollination DAO,0,1,0,0,0,0,0,0,0,1000,202.0,0.003,200.0,2.0,False,11/28/2021,47,57,73,3,2021-11-12,0.4781840000000005,not_requested,37.0
2569,Happy Owl Collection,1,0,0,0,0,0,0,0,0,19,12.0,0.001,347.0,350.0,False,09/28/2021,3,4,16,1,2021-09-30,0.008,not_requested,0.0
2570,HappyAstronauts,0,1,0,0,0,0,0,0,0,109,53.0,0.099,7139.0,183.0,False,08/26/2021,208,268,223,3,2021-10-07,0.197,not_requested,552.0
2571,HappyClouds,0,1,0,0,0,0,0,0,0,50,3.0,0.02,886.0,1579.0,False,11/30/2012,4,2,23,1,2021-09-04,0.02,not_requested,0.0
2572,HappyJourney Black,1,0,0,0,0,0,0,0,0,100,12.0,0.035,1247.0,907.0,False,02/16/2010,18,6,51,2,2021-04-21,0.277,not_requested,3.0
2573,HappyLand Gummy Bears Official,0,1,0,0,0,0,0,0,0,9600,4100.0,0.025,14988.0,900.0,False,06/14/2021,48,17,109,13,2021-08-17,7.762977574408367,verified,135.0
2574,HappyMonsters Founders Collection,0,1,0,0,0,0,0,0,0,200,67.0,0.004,10725.0,7031.0,False,09/08/2021,27,6,45,5,2021-09-08,0.0549,not_requested,0.0
2575,Hapunk's,1,0,0,0,0,0,0,0,0,60,17.0,0.001,71.0,250.0,False,12/04/2021,2,5,11,2,2021-11-27,0.03865,not_requested,0.0
2576,Harako Dolls,1,1,0,0,0,0,0,0,0,25,142.0,0.045,1644.0,643.0,False,02/06/2021,73,14,185,4,2021-02-15,1.099,approved,0.0
2577,Harambe Club NFT,0,1,0,0,0,0,0,0,0,592,109.0,0.03,957.0,909.0,False,04/21/2021,3,10,12,2,2021-12-01,0.4656,not_requested,93.0
2578,HarborBcgTreasureP,0,0,0,0,0,0,0,1,0,517,93.0,0.002,243.0,236.0,False,03/20/2020,5,1,22,1,2021-04-13,0.105,approved,87.0
2579,Hard Rock Crypto,1,0,0,0,0,0,0,0,0,12,8.0,0.033,5331.0,298.0,False,01/19/2018,31,22,202,3,2021-02-01,0.0018,not_requested,0.0
2580,Hash Head,0,1,0,0,0,0,0,0,0,1500,212.0,0.005,1025.0,449.0,False,03/05/2021,3,3,9,2,2021-03-08,3.322999999999982,approved,0.0
2581,HashBastards,1,1,0,0,0,0,0,0,0,707,246.0,0.08,11800.0,6013.0,False,03/28/2021,18,31,115,1,2021-03-28,6.1738111111111085,approved,427.0
2582,HashStags,0,1,0,0,0,0,0,0,0,1000,364.0,0.01,1110.0,1324.0,False,04/07/2021,53,46,60,2,2021-04-04,0.1656,not_requested,176.0
2583,HashVerse,0,1,0,0,0,0,0,0,0,2,462.0,0.01,2128.0,332.0,False,05/12/2021,27,23,38,7,2021-09-14,0.018,not_requested,0.0
2584,Hashmasks,1,0,0,0,0,0,0,0,0,16400,5100.0,0.725,33414.0,5.0,False,10/12/2020,56,15,249,10,2021-01-28,373.5487719572,verified,76.0
2585,Hashrunes,1,1,0,0,0,0,0,0,0,1400,558.0,0.088,1927.0,41.0,False,09/16/2019,9,9,34,31,2021-03-06,1.329300002,verified,17.0
2586,Hasworld Phantoms,1,0,0,0,0,0,0,0,0,59,4.0,0.01,979.0,91.0,False,10/17/2010,2,4,11,2,2021-09-21,0.01,not_requested,10.0
2587,Hatchables,0,1,0,0,0,0,0,0,1,164,97.0,0.05,495.0,360.0,False,03/18/2021,27,39,50,2,2021-03-28,2.5,approved,196.0
2588,Hatchmate,1,0,0,0,0,0,0,0,0,4,3.0,0.08,1217.0,1161.0,False,09/20/2020,16,10,24,1,2021-11-06,0.25,not_requested,0.0
2589,Haus Twelve,0,1,0,0,0,0,0,0,0,36,8.0,0.07,2157.0,1489.0,False,02/27/2021,16,9,135,7,2021-10-16,0.07,not_requested,192.0
2590,Havana [L/N]ights,0,0,0,0,1,0,0,0,0,25,2.0,0.1,3607.0,2607.0,False,10/01/2021,11,18,60,1,2021-10-19,0.1,not_requested,0.0
2591,Havnfell,0,0,0,0,0,0,0,0,1,89,55.0,0.048,522.0,311.0,False,03/19/2021,187,204,191,13,2021-05-07,0.4149,approved,9.0
2592,Hawhaan The Duck,0,1,0,0,0,0,0,0,0,16,5.0,0.003,524.0,684.0,False,11/26/2021,25,4,28,2,2021-08-15,0.0193,not_requested,69.0
2593,Haylo Relics,1,0,0,0,0,0,0,0,0,4,60.0,0.07,7219.0,1410.0,False,05/20/2021,9,21,78,3,2021-05-28,0.07,approved,0.0
2594,Haylos,1,0,0,0,0,0,0,0,0,271,252.0,0.08,7219.0,1410.0,False,05/20/2021,9,21,78,3,2021-05-20,4.9179,verified,170.0
2595,Haylos Spirit Faces,1,0,0,0,0,0,0,0,0,7,75.0,0.039,7219.0,1410.0,False,05/20/2021,9,21,78,3,2021-07-15,0.08,approved,0.0
2596,Head of House,1,0,0,0,0,0,0,0,0,25,12.0,0.125,54.0,101.0,False,12/19/2021,7,2,21,2,2021-12-16,2.0250000000000004,not_requested,29.0
2597,Headlights,0,0,0,0,1,0,0,0,0,18,2.0,0.05,2657.0,1111.0,False,06/28/2021,11,43,81,1,2021-10-19,0.05,not_requested,0.0
2598,Heads by Jacob Shedevrs,1,0,0,0,0,0,0,0,0,80,29.0,0.02,2322.0,1974.0,False,11/24/2020,7,6,30,1,2021-09-02,0.02,not_requested,7.0
2599,Healing from the metaverse,1,0,0,0,0,0,0,0,0,32,16.0,0.035,2153.0,1875.0,False,05/17/2009,5,10,28,2,2021-08-08,0.04,not_requested,52.0
2600,Healing time,1,0,0,0,0,0,0,0,0,50,30.0,0.02,981.0,4362.0,False,08/19/2021,7,3,13,2,2021-07-08,0.025,not_requested,0.0
2601,HeartBeats by Humans.ai,0,0,0,0,0,0,0,1,0,1000,365.0,0.29,224.0,286.0,False,11/18/2012,11,17,40,1,2021-12-06,6.374999999999999,not_requested,114.0
2602,HeartClub,1,0,0,0,0,0,0,0,0,1000,142.0,0.002,17297.0,29.0,False,09/26/2021,4604,37,4574,4,2021-09-16,0.0270999,not_requested,918.0
2603,Heartbreak Bear Official,0,0,0,0,0,0,0,1,0,1200,315.0,0.028,1048.0,230.0,False,09/21/2021,57,52,62,5,2021-12-04,1.2562999999999998,not_requested,254.0
2604,Heaven in my lens,1,0,0,0,0,0,0,0,0,20,2.0,2.85,5250.0,1591.0,False,03/13/2018,7,6,18,3,2021-11-18,0.15,not_requested,0.0
2605,HeavenComputer,0,1,0,0,0,0,0,0,0,7800,2900.0,0.048,6962.0,0.0,False,05/14/2012,90,38,390,27,2021-08-15,41.04752253157043,verified,977.0
2606,Heavens Gate Social Club,1,0,0,0,0,0,0,0,0,4,155.0,0.1,2073.0,8.0,False,09/29/2020,117,26,187,6,2020-10-03,0.05,verified,4.0
2607,HeavyMetal Punks,0,1,0,0,0,0,0,0,0,35,17.0,0.015,445.0,78.0,False,12/28/2021,3,5,13,2,2021-10-01,0.11,not_requested,69.0
2608,Hello fam! NFT Winery,0,0,0,0,0,0,0,1,0,769,209.0,0.05,1810.0,1851.0,False,08/06/2021,73,20,58,6,2021-08-31,0.28,not_requested,136.0
2609,Hells Hornets,0,1,0,0,0,0,0,0,0,220,8.0,0.008,1432.0,98.0,False,12/14/2021,13,9,27,3,2021-12-15,0.032,not_requested,0.0
2610,Hellscapes - Pick your own personal Hell,1,0,0,0,0,0,0,0,0,121,3.0,0.001,87.0,138.0,False,10/19/2021,3,1,4,0,2021-10-24,0.0025,not_requested,0.0
2611,Heptaverse by Final NFT,0,1,0,0,0,0,0,0,0,78,48.0,0.001,1220.0,645.0,False,08/26/2021,3,2,20,1,2021-10-18,0.3423829914176644,not_requested,0.0
2612,Her Rules 22,1,0,0,0,0,0,0,0,0,44,4.0,0.06,650.0,1413.0,False,07/02/2013,5,1,11,2,2021-12-17,0.18,not_requested,0.0
2613,Her Sight,0,1,0,0,0,0,0,0,0,79,42.0,0.13,3460.0,1161.0,False,07/27/2017,32,36,62,5,2021-09-01,1.0799999999999998,not_requested,6.0
2614,Hero Toadz,1,0,0,0,0,0,0,0,0,14,13.0,0.3,355.0,6.0,False,10/29/2021,11,13,210,2,2021-10-29,0.72,not_requested,16.0
2615,Hero among us - It's you,0,1,0,0,0,0,1,0,0,15,2.0,0.01,546.0,521.0,False,03/17/2021,2,3,19,3,2021-03-15,0.01,not_requested,0.0
2616,HeroPuppets,0,1,0,0,0,0,0,0,0,81,50.0,0.04,272.0,260.0,False,05/14/2021,15,18,21,3,2021-04-17,0.4999999999999999,not_requested,81.0
2617,Heroes 'n' Villains Punks,1,0,0,0,0,0,0,0,0,32,5.0,0.006,1403.0,3618.0,False,03/07/2018,2,2,6,1,2021-11-20,0.0419999999999999,not_requested,0.0
2618,Hevey Art,1,0,0,0,0,0,0,0,0,48,22.0,0.1,3567.0,247.0,False,02/17/2021,22,14,145,4,2021-11-09,0.2164550615531764,not_requested,1.0
2619,Hexarchia Equipment,0,1,0,0,0,0,0,0,0,1000,500.0,0.01,12552.0,281.0,False,02/12/2021,204,21,98,8,2021-08-02,0.0289,not_requested,12.0
2620,Hi Alien... I'm World,0,1,0,0,0,0,0,0,0,60,322.0,0.002,1071.0,1378.0,False,10/28/2021,7,7,22,3,2021-10-27,0.2467320000000001,not_requested,54.0
2621,Hidden Flowers,1,0,0,0,0,0,0,0,0,10,3.0,0.01,334.0,522.0,False,11/11/2021,82,81,84,4,2021-12-12,0.006,not_requested,0.0
2622,Hidden-World,0,0,0,0,1,0,0,0,0,56,29.0,0.23,16050.0,7994.0,False,03/21/2013,17,7,57,6,2021-08-07,1.0,approved,0.0
2623,HiddenGemsNFT,1,0,0,0,0,0,0,0,0,30,14.0,0.001,1544.0,615.0,False,09/29/2020,12,13,74,2,2021-10-05,0.0112,not_requested,62.0
2624,High Giraffe Academy Official,0,1,0,0,0,0,0,0,0,647,347.0,0.006,9504.0,89.0,False,09/06/2021,16,26,44,3,2021-11-25,0.027,not_requested,192.0
2625,HighPunks,0,1,0,0,0,0,0,0,0,175,89.0,0.014,2359.0,523.0,False,07/15/2021,92,103,124,8,2021-07-16,0.015,not_requested,26.0
2626,Highways of Colour,0,0,0,0,1,0,0,0,0,50,36.0,0.149,7252.0,1155.0,False,11/15/2015,33,25,340,5,2021-08-29,0.02,not_requested,0.0
2627,Hikaru Punks Vol 1,1,1,0,0,0,0,0,0,0,147,35.0,0.015,757.0,537.0,False,03/31/2021,90,92,98,2,2021-03-31,0.015,not_requested,8.0
2628,HilariousHuskies,0,1,0,0,0,0,0,0,0,220,88.0,0.009,2853.0,824.0,False,08/29/2021,3,2,21,2,2021-09-05,0.034,not_requested,32.0
2629,Hip Ass Ape's,1,0,0,0,0,0,0,0,0,120,73.0,0.03,16719.0,5787.0,False,07/26/2021,271,71,881,15,2021-07-29,0.152,not_requested,0.0
2630,Hip Hop Cards,1,1,0,0,0,0,1,0,0,30,35.0,0.151,4856.0,1912.0,False,04/25/2008,5,8,15,1,2021-02-06,0.7943,approved,31.0
2631,Hippos del Mar Beach Club,1,0,0,0,0,0,0,0,0,11100,70.0,0.02,997.0,362.0,False,09/06/2021,1,1,3,1,2021-10-06,0.6445000000000002,not_requested,300.0
2632,Hiro Kuguhara Artworks,1,0,0,0,0,0,0,0,0,10,28.0,0.05,1661.0,282.0,False,04/02/2015,11,7,34,1,2021-12-08,0.5609999999999999,not_requested,9.0
2633,Hissing Neco Cats,1,0,0,0,0,0,0,0,0,20,11.0,0.005,316.0,296.0,False,09/10/2021,4,1,20,1,2021-10-03,0.008,not_requested,11.0
2634,Historic Signed Crypto Punk & Commissioned Piece,1,0,0,0,0,0,0,0,0,4,40.0,0.25,165.0,1589.0,False,12/11/2012,2,8,23,2,2020-12-29,0.724,verified,0.0
2635,History Journey of Haetae,1,0,0,0,0,0,0,0,0,14,11.0,0.007,1414.0,1575.0,False,06/24/2021,16,8,39,2,2021-06-30,0.008,not_requested,37.0
2636,HistoryMen,1,0,0,0,0,0,0,0,0,6,3.0,0.005,830.0,1262.0,False,11/06/2021,30,23,60,1,2021-11-15,0.01,not_requested,0.0
2637,Hogeman Club,0,0,0,0,0,0,0,1,0,761,85.0,0.064,8913.0,1158.0,False,09/16/2021,158,34,221,12,2021-09-29,0.7830475,approved,517.0
2638,Holding a Cat,0,1,0,0,0,0,0,0,0,55,35.0,0.11,1215.0,763.0,False,10/28/2017,83,58,125,7,2021-08-18,4.844999999999999,not_requested,4.0
2639,Holiday Ceramics,0,1,0,0,0,0,0,0,0,3,5.0,0.08,389.0,100.0,False,07/14/2021,28,7,59,5,2021-11-07,0.16,not_requested,0.0
2640,Holly Cows,0,1,0,0,0,0,0,0,0,20,3.0,0.01,280.0,729.0,False,06/30/2021,2,4,12,3,2021-08-17,0.01,not_requested,144.0
2641,Hollywood Apes,0,0,0,0,0,0,0,1,0,971,213.0,0.038,4700.0,264.0,False,11/05/2021,125,23,83,3,2021-11-23,1.6909033276914958,not_requested,677.0
2642,Holo Mission Patches,0,1,0,0,0,0,0,0,0,505,59.0,0.008,1598.0,757.0,False,03/26/2021,25,16,84,3,2021-10-19,0.307,not_requested,524.0
2643,Holo Things,1,1,0,0,0,0,0,0,0,47,191.0,0.09,6120.0,1068.0,False,11/02/2020,12,53,240,5,2021-03-02,0.39,not_requested,0.0
2644,Holy Cows,0,1,0,0,0,0,0,0,0,5000,1800.0,0.015,3123.0,3.0,False,08/18/2021,116,97,154,14,2021-09-13,5.56075990345192,verified,195.0
2645,Holy Primes,1,0,0,0,0,0,0,0,0,233,155.0,0.03,1439.0,2791.0,False,08/30/2021,8,4,24,2,2021-08-30,0.1549,verified,0.0
2646,Holy Rock NFT Project,1,0,0,0,0,0,0,0,0,1800,1000.0,0.071,303.0,0.0,False,11/19/2021,2,10,13,1,2021-11-27,3.5589989999999987,approved,61.0
2647,HolySheikhs,0,1,0,0,0,0,0,0,0,31,26.0,1.0,654.0,4012.0,False,10/26/2021,4,2,8,1,2021-11-17,0.2700000000000001,not_requested,34.0
2648,Home story,0,1,0,0,0,0,0,0,0,8,8.0,0.08,475.0,738.0,False,08/18/2021,67,8,70,4,2021-09-19,0.049,not_requested,40.0
2649,HomeCourt,1,0,0,0,0,0,0,0,0,55,34.0,0.08,1058.0,1002.0,False,01/08/2011,2,2,10,1,2021-02-28,0.49,approved,97.0
2650,Homecoming by Ibraheem Leone,0,0,0,0,1,0,0,0,0,20,14.0,0.1,3456.0,1900.0,False,03/24/2012,16,4,116,4,2021-11-04,1.5000000000000002,not_requested,0.0
2651,Homie Gs,0,1,0,0,0,0,0,0,0,3900,1700.0,0.045,1928.0,167.0,False,12/31/2021,70,20,146,6,2021-10-28,32.77809000000002,not_requested,233.0
2652,Honey Hives Deluxe,1,0,0,0,0,0,0,0,0,5000,2000.0,0.208,22664.0,9.0,False,09/21/2021,2159,2316,2428,90,2021-11-28,181.7592676900001,approved,11.0
2653,Honeybunch's Unmeltables,0,1,0,0,0,0,0,0,0,42,36.0,0.001,6097.0,3575.0,False,08/02/2021,4,2,12,1,2021-10-20,0.0180999999999999,not_requested,0.0
2654,Hong Kong At Night,0,0,0,0,1,0,0,0,0,15,3.0,0.08,6717.0,1435.0,False,10/28/2011,49,13,538,1,2021-08-10,0.16,approved,0.0
2655,Hong Kong Impressions,1,0,0,0,0,0,0,0,0,14,2.0,0.05,7.0,76.0,False,02/17/2014,1,2,4,1,2021-11-07,0.05,not_requested,0.0
2656,Hong Kong Stories by @hurtingbombz (2006 - 2021),0,0,0,0,1,0,0,0,0,50,8.0,0.06,3751.0,2109.0,False,11/26/2008,7,12,128,2,2021-08-16,0.05,not_requested,0.0
2657,Honorary Ape Kids Club,1,0,0,0,0,0,0,0,0,206,150.0,1.49,89231.0,2417.0,False,05/03/2021,4265,4243,4733,96,2021-06-02,16.080000000000002,approved,430.0
2658,Honorary Fast Food Punks for the Ronald McDonald Foundation,0,1,0,0,0,0,0,0,0,26,20.0,6.942,17278.0,1079.0,False,06/19/2021,14,18,60,4,2021-08-20,2.5205565,not_requested,0.0
2659,Hoodie Ape Club,0,1,0,0,0,0,0,0,0,233,121.0,0.049,550.0,2.0,False,08/22/2021,240,281,214,14,2021-08-22,0.92,not_requested,583.0
2660,Hoodie Jin,0,1,0,0,0,0,0,0,0,4,2.0,0.005,749.0,133.0,False,03/22/2013,2,2,13,1,2021-07-03,0.01,not_requested,4.0
2661,Hoodie brothers collection,0,1,0,0,0,0,0,0,0,72,46.0,0.005,812.0,319.0,False,10/07/2021,17,4,45,2,2021-10-08,0.0614999999999999,not_requested,0.0
2662,HoodiePunks,0,1,0,0,0,0,0,0,0,134,33.0,0.04,6.0,3.0,False,01/09/2022,1,4,12,1,2021-08-06,0.7200000000000002,not_requested,95.0
2663,Hoodiez,0,1,0,0,0,0,0,0,0,333,47.0,0.003,150.0,248.0,False,09/13/2021,28,22,33,4,2021-09-16,0.0147999999999999,not_requested,105.0
2664,Hoodlin Mania,0,1,0,0,0,0,0,0,0,35,13.0,0.01,23.0,56.0,False,09/08/2021,2,2,3,1,2021-09-04,0.02,not_requested,2.0
2665,Hoodlum Society,0,1,0,0,0,0,0,0,0,215,113.0,0.025,801.0,302.0,False,09/22/2021,12,8,35,3,2021-09-23,0.32,not_requested,406.0
2666,Hoop Habitats,1,0,0,0,0,0,0,0,0,4,2.0,0.08,10631.0,905.0,False,06/06/2012,927,44,10259,112,2021-10-28,0.08,not_requested,2.0
2667,Hoop Nation Vol 1,0,0,0,0,1,0,0,0,0,9,9.0,0.3,2148.0,412.0,False,10/05/2021,32,59,70,2,2021-10-26,0.4499999999999999,not_requested,0.0
2668,Hope by Nelly Baksht,1,1,0,0,0,0,0,0,0,103,94.0,0.5,6288.0,1573.0,False,07/12/2011,79,15,1986,5,2020-03-16,0.7649999999999999,verified,0.0
2669,Hope of a better manana,1,0,0,0,0,0,0,0,0,4,4.0,2.99,1920.0,3106.0,False,12/28/2020,4,17,30,1,2021-12-08,0.44,not_requested,7.0
2670,Hor1zon Troopers,0,1,0,0,0,0,0,0,0,7000,4000.0,0.01,20715.0,308.0,False,08/25/2021,2978,2894,3617,465,2021-11-04,15.229470999999942,approved,65.0
2671,Hord.app Champions' Pools NFT Tickets,0,0,0,0,0,0,0,1,0,32,576.0,0.028,21916.0,42.0,False,02/24/2021,84,36,299,20,2021-05-27,1.1479,not_requested,0.0
2672,Horror Bestiary,1,0,0,0,0,0,0,0,0,12,3.0,0.3,1039.0,656.0,False,07/16/2010,29,27,128,13,2021-08-09,0.3,not_requested,0.0
2673,Horseman Beings,1,0,0,0,0,0,0,0,0,64,24.0,0.03,954.0,1651.0,False,08/30/2021,33,57,54,1,2021-09-08,0.04,not_requested,135.0
2674,Hot Box,0,0,0,0,0,0,0,1,0,2,2.0,30.0,135.0,330.0,False,11/21/2021,0,1,3,1,2021-11-03,0.003,not_requested,0.0
2675,Hot Hamsters,0,1,0,0,0,0,0,0,0,85,42.0,0.025,168.0,37.0,False,08/27/2021,8,6,33,5,2021-08-27,0.38,not_requested,159.0
2676,HotDogesNFT,0,1,0,0,0,0,0,0,0,115,26.0,0.01,50.0,63.0,False,11/09/2015,13,2,24,2,2021-08-21,0.18,not_requested,123.0
2677,Hotel Art for the Metaverse,1,0,0,0,0,0,0,0,0,48,3.0,0.004,2.0,42.0,False,12/16/2021,0,1,1,0,2021-12-14,0.01,not_requested,0.0
2678,House of Goblins,0,0,0,0,0,0,0,1,0,7200,1200.0,0.005,3130.0,1733.0,False,08/31/2021,64,62,124,5,2021-10-24,0.5748900000000001,approved,0.0
2679,House of Warlords,0,1,0,0,0,0,0,0,0,3000,779.0,0.06,4343.0,390.0,False,09/23/2020,118,115,139,15,2021-11-27,18.68322651650726,approved,1012.0
2680,How ghosts found me,0,0,0,0,1,0,0,0,0,10,8.0,0.3,10881.0,1519.0,False,06/03/2017,28,21,104,3,2021-09-25,0.3,not_requested,0.0
2681,Hozer Classic,1,0,0,0,0,0,0,0,0,10,16.0,0.03,425.0,460.0,False,11/06/2021,23,6,52,2,2021-12-01,0.7350000000000002,not_requested,0.0
2682,Hubristic Fox,0,1,0,0,0,0,0,0,0,45,15.0,0.01,2562.0,1273.0,False,09/01/2021,126,89,123,6,2021-09-04,0.05,not_requested,97.0
2683,Humach,0,0,0,0,0,0,0,1,0,1600,447.0,0.025,3966.0,258.0,False,07/24/2021,162,173,191,8,2021-11-13,1.5419000000000005,not_requested,205.0
2684,Human Faces World,0,1,0,0,0,0,0,0,0,100,6.0,0.05,103.0,119.0,False,11/25/2021,3,4,20,4,2021-11-22,0.6,not_requested,61.0
2685,Human History Collectible Cards,0,0,0,0,0,0,1,0,0,22,96.0,0.007,130.0,138.0,False,02/27/2021,7,3,11,6,2021-09-29,0.0057,not_requested,49.0
2686,"Humans Alway Small, Black and White photography.",0,0,0,0,1,0,0,0,0,70,5.0,0.05,1600.0,2857.0,False,09/12/2021,4,1,11,0,2021-10-12,0.2299999999999999,not_requested,0.0
2687,Hungry Punks Funk Club,0,1,0,0,0,0,0,0,0,504,348.0,0.001,1071.0,231.0,False,09/16/2021,17,5,29,2,2021-12-08,0.1201118,not_requested,99.0
2688,Hungry Wolves,0,1,0,0,0,0,0,0,0,6000,1400.0,0.08,6337.0,150.0,False,10/18/2021,152,157,267,126,2021-12-06,145.3124940000002,not_requested,145.0
